"Symbol","Name","Entrez.ID","Ensembl.ID"
"PLA2G12A","phospholipase A2 group XIIA","81579","ENSG00000123739.10"
"B9D2","B9 domain containing 2","80776","ENSG00000123810.7"
"COQ8B","coenzyme Q8B","79934","ENSG00000123815.11"
"PFKFB2","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2","5208","ENSG00000123836.14"
"C4BPA","complement component 4 binding protein alpha","722","ENSG00000123838.10"
"C4BPB","complement component 4 binding protein beta","725","ENSG00000123843.12"
"ZNF137P","zinc finger protein 137, pseudogene","7696","ENSG00000123870.10"
"RAB38","RAB38, member RAS oncogene family","23682","ENSG00000123892.11"
"GPR83","G protein-coupled receptor 83","10888","ENSG00000123901.8"
"AGO2","argonaute 2, RISC catalytic component","27161","ENSG00000123908.11"
"MXD4","MAX dimerization protein 4","10608","ENSG00000123933.15"
"PMS2P5","PMS1 homolog 2, mismatch repair system component pseudogene 5","5383","ENSG00000123965.13"
"CKS2","CDC28 protein kinase regulatory subunit 2","1164","ENSG00000123975.4"
"DAW1","dynein assembly factor with WD repeats 1","164781","ENSG00000123977.9"
"ACSL3","acyl-CoA synthetase long chain family member 3","2181","ENSG00000123983.13"
"CHPF","chondroitin polymerizing factor","79586","ENSG00000123989.13"
"DNPEP","aspartyl aminopeptidase","23549","ENSG00000123992.18"
"INHA","inhibin subunit alpha","3623","ENSG00000123999.4"
"MOGAT1","monoacylglycerol O-acyltransferase 1","116255","ENSG00000124003.12"
"OBSL1","obscurin like 1","23363","ENSG00000124006.14"
"FAM124B","family with sequence similarity 124 member B","79843","ENSG00000124019.9"
"SLC12A4","solute carrier family 12 member 4","6560","ENSG00000124067.16"
"ENKD1","enkurin domain containing 1","84080","ENSG00000124074.11"
"MC3R","melanocortin 3 receptor","4159","ENSG00000124089.4"
"GCNT7","glucosaminyl (N-acetyl) transferase family member 7","140687","ENSG00000124091.9"
"CTCFL","CCCTC-binding factor like","140690","ENSG00000124092.12"
"HMGB1P1","high mobility group box 1 pseudogene 1","10357","ENSG00000124097.7"
"FAM210B","family with sequence similarity 210 member B","116151","ENSG00000124098.9"
"PI3","peptidase inhibitor 3","5266","ENSG00000124102.4"
"FAM209A","family with sequence similarity 209 member A","200232","ENSG00000124103.8"
"SNX21","sorting nexin family member 21","90203","ENSG00000124104.18"
"SLPI","secretory leukocyte peptidase inhibitor","6590","ENSG00000124107.5"
"WFDC3","WAP four-disulfide core domain 3","140686","ENSG00000124116.18"
"TTPAL","alpha tocopherol transfer protein like","79183","ENSG00000124120.10"
"PREX1","phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1","57580","ENSG00000124126.13"
"KCNS1","potassium voltage-gated channel modifier subfamily S member 1","3787","ENSG00000124134.8"
"SLC12A5","solute carrier family 12 member 5","57468","ENSG00000124140.13"
"ARHGAP40","Rho GTPase activating protein 40","343578","ENSG00000124143.10"
"SDC4","syndecan 4","6385","ENSG00000124145.6"
"NCOA3","nuclear receptor coactivator 3","8202","ENSG00000124151.18"
"PIGT","phosphatidylinositol glycan anchor biosynthesis class T","51604","ENSG00000124155.16"
"SEMG2","semenogelin 2","6407","ENSG00000124157.6"
"MATN4","matrilin 4","8785","ENSG00000124159.15"
"NCOA5","nuclear receptor coactivator 5","57727","ENSG00000124160.11"
"VAPB","VAMP associated protein B and C","9217","ENSG00000124164.15"
"PARD6B","par-6 family cell polarity regulator beta","84612","ENSG00000124171.8"
"ATP5F1E","ATP synthase F1 subunit epsilon","514","ENSG00000124172.9"
"CHD6","chromodomain helicase DNA binding protein 6","84181","ENSG00000124177.14"
"PLCG1","phospholipase C gamma 1","5335","ENSG00000124181.14"
"TOX2","TOX high mobility group box family member 2","84969","ENSG00000124191.17"
"SRSF6","serine and arginine rich splicing factor 6","6431","ENSG00000124193.14"
"GDAP1L1","ganglioside induced differentiation associated protein 1 like 1","78997","ENSG00000124194.16"
"GTSF1L","gametocyte specific factor 1 like","149699","ENSG00000124196.5"
"ARFGEF2","ADP ribosylation factor guanine nucleotide exchange factor 2","10564","ENSG00000124198.8"
"ZNFX1","zinc finger NFX1-type containing 1","57169","ENSG00000124201.14"
"ZNF831","zinc finger protein 831","128611","ENSG00000124203.6"
"EDN3","endothelin 3","1908","ENSG00000124205.15"
"CSE1L","chromosome segregation 1 like","1434","ENSG00000124207.16"
"TMEM189-UBE2V1","TMEM189-UBE2V1 readthrough","387522","ENSG00000124208.16"
"RAB22A","RAB22A, member RAS oncogene family","57403","ENSG00000124209.3"
"PTGIS","prostaglandin I2 synthase","5740","ENSG00000124212.5"
"STAU1","staufen double-stranded RNA binding protein 1","6780","ENSG00000124214.19"
"CDH26","cadherin 26","60437","ENSG00000124215.16"
"SNAI1","snail family transcriptional repressor 1","6615","ENSG00000124216.3"
"MOCS3","molybdenum cofactor synthesis 3","27304","ENSG00000124217.4"
"STX16","syntaxin 16","8675","ENSG00000124222.22"
"PPP4R1L","protein phosphatase 4 regulatory subunit 1 like (pseudogene)","55370","ENSG00000124224.16"
"PMEPA1","prostate transmembrane protein, androgen induced 1","56937","ENSG00000124225.15"
"RNF114","ring finger protein 114","55905","ENSG00000124226.10"
"ANKRD60","ankyrin repeat domain 60","140731","ENSG00000124227.5"
"DDX27","DEAD-box helicase 27","55661","ENSG00000124228.14"
"RBPJL","recombination signal binding protein for immunoglobulin kappa J region like","11317","ENSG00000124232.10"
"SEMG1","semenogelin 1","6406","ENSG00000124233.11"
"C20orf85","chromosome 20 open reading frame 85","128602","ENSG00000124237.5"
"BCAS4","breast carcinoma amplified sequence 4","55653","ENSG00000124243.17"
"KCNK15","potassium two pore domain channel subfamily K member 15","60598","ENSG00000124249.6"
"TP53TG5","TP53 target 5","27296","ENSG00000124251.10"
"PCK1","phosphoenolpyruvate carboxykinase 1","5105","ENSG00000124253.10"
"ZBP1","Z-DNA binding protein 1","81030","ENSG00000124256.14"
"NEURL2","neuralized E3 ubiquitin protein ligase 2","140825","ENSG00000124257.6"
"MAGEA10","MAGE family member A10","4109","ENSG00000124260.11"
"MTRR","5-methyltetrahydrofolate-homocysteine methyltransferase reductase","4552","ENSG00000124275.14"
"FASTKD3","FAST kinase domains 3","79072","ENSG00000124279.11"
"","","0","ENSG00000124299.13"
"CHST8","carbohydrate sulfotransferase 8","64377","ENSG00000124302.12"
"IQSEC2","IQ motif and Sec7 domain 2","23096","ENSG00000124313.12"
"VAMP7","vesicle associated membrane protein 7","6845","ENSG00000124333.15"
"VAMP7","vesicle associated membrane protein 7","6845","ENSG00000124333.15_PAR_Y"
"IL9R","interleukin 9 receptor","3581","ENSG00000124334.17"
"IL9R","interleukin 9 receptor","3581","ENSG00000124334.17_PAR_Y"
"XG","Xg glycoprotein (Xg blood group)","7499","ENSG00000124343.12"
"STAMBP","STAM binding protein","10617","ENSG00000124356.15"
"NAGK","N-acetylglucosamine kinase","55577","ENSG00000124357.12"
"MCEE","methylmalonyl-CoA epimerase","84693","ENSG00000124370.10"
"PAIP2B","poly(A) binding protein interacting protein 2B","400961","ENSG00000124374.8"
"SNRNP27","small nuclear ribonucleoprotein U4/U6.U5 subunit 27","11017","ENSG00000124380.10"
"MPHOSPH10","M-phase phosphoprotein 10","10199","ENSG00000124383.8"
"IL17C","interleukin 17C","27189","ENSG00000124391.4"
"NDUFB4P12","NADH:ubiquinone oxidoreductase subunit B4 pseudogene 12","402175","ENSG00000124399.4"
"ATP8A1","ATPase phospholipid transporting 8A1","10396","ENSG00000124406.16"
"USP22","ubiquitin specific peptidase 22","23326","ENSG00000124422.11"
"POF1B","POF1B, actin binding protein","79983","ENSG00000124429.17"
"HIF3A","hypoxia inducible factor 3 subunit alpha","64344","ENSG00000124440.15"
"ZNF576","zinc finger protein 576","79177","ENSG00000124444.15"
"IRGC","immunity related GTPase cinema","56269","ENSG00000124449.6"
"","","0","ENSG00000124459.11"
"LYPD3","LY6/PLAUR domain containing 3","27076","ENSG00000124466.8"
"PSG8","pregnancy specific beta-1-glycoprotein 8",NA,"ENSG00000124467.18"
"CEACAM8","carcinoembryonic antigen related cell adhesion molecule 8","1088","ENSG00000124469.11"
"NDP","NDP, norrin cystine knot growth factor","4693","ENSG00000124479.8"
"USP9X","ubiquitin specific peptidase 9 X-linked","8239","ENSG00000124486.12"
"CRISP2","cysteine rich secretory protein 2","7180","ENSG00000124490.13"
"F13A1","coagulation factor XIII A chain","2162","ENSG00000124491.15"
"GRM4","glutamate metabotropic receptor 4","2914","ENSG00000124493.13"
"TRERF1","transcriptional regulating factor 1","55809","ENSG00000124496.12"
"PACSIN1","protein kinase C and casein kinase substrate in neurons 1",NA,"ENSG00000124507.10"
"BTN2A2","butyrophilin subfamily 2 member A2","10385","ENSG00000124508.16"
"SIRT5","sirtuin 5","23408","ENSG00000124523.15"
"MRS2","magnesium transporter MRS2","57380","ENSG00000124532.14"
"WRNIP1","Werner helicase interacting protein 1","56897","ENSG00000124535.15"
"RRP36","ribosomal RNA processing 36","88745","ENSG00000124541.6"
"BTN2A3P","butyrophilin subfamily 2 member A3, pseudogene","54718","ENSG00000124549.14"
"BTN1A1","butyrophilin subfamily 1 member A1","696","ENSG00000124557.12"
"SNRPC","small nuclear ribonucleoprotein polypeptide C","6631","ENSG00000124562.9"
"SLC17A3","solute carrier family 17 member 3","10786","ENSG00000124564.17"
"SLC17A1","solute carrier family 17 member 1","6568","ENSG00000124568.10"
"SERPINB6","serpin family B member 6","5269","ENSG00000124570.17"
"XPO5","exportin 5","57510","ENSG00000124571.17"
"ABCC10","ATP binding cassette subfamily C member 10","89845","ENSG00000124574.14"
"HIST1H1D","histone cluster 1 H1 family member d","3007","ENSG00000124575.6"
"PEX6","peroxisomal biogenesis factor 6","5190","ENSG00000124587.13"
"NQO2","N-ribosyldihydronicotinamide:quinone reductase 2","4835","ENSG00000124588.19"
"","","0","ENSG00000124593.14"
"OARD1","O-acyl-ADP-ribose deacylase 1","221443","ENSG00000124596.16"
"UNC5CL","unc-5 family C-terminal like","222643","ENSG00000124602.9"
"AARS2","alanyl-tRNA synthetase 2, mitochondrial","57505","ENSG00000124608.4"
"HIST1H1A","histone cluster 1 H1 family member a","3024","ENSG00000124610.4"
"ZNF391","zinc finger protein 391","346157","ENSG00000124613.8"
"RPS10","ribosomal protein S10","6204","ENSG00000124614.13"
"MOCS1","molybdenum cofactor synthesis 1","4337","ENSG00000124615.17"
"HIST1H2BJ","histone cluster 1 H2B family member j","8970","ENSG00000124635.8"
"MED20","mediator complex subunit 20","9477","ENSG00000124641.15"
"OR2B6","olfactory receptor family 2 subfamily B member 6","26212","ENSG00000124657.1"
"TBCC","tubulin folding cofactor C","6903","ENSG00000124659.6"
"SPDEF","SAM pointed domain containing ETS transcription factor","25803","ENSG00000124664.10"
"TCP11","t-complex 11","6954","ENSG00000124678.17"
"MAD2L1BP","MAD2L1 binding protein","9587","ENSG00000124688.13"
"APOBEC2","apolipoprotein B mRNA editing enzyme catalytic subunit 2","10930","ENSG00000124701.5"
"KLHDC3","kelch domain containing 3","116138","ENSG00000124702.17"
"GNMT","glycine N-methyltransferase","27232","ENSG00000124713.5"
"DNAH8","dynein axonemal heavy chain 8","1769","ENSG00000124721.17"
"TREM1","triggering receptor expressed on myeloid cells 1","54210","ENSG00000124731.12"
"MEA1","male-enhanced antigen 1","4201","ENSG00000124733.3"
"KLHL31","kelch like family member 31","401265","ENSG00000124743.5"
"COL21A1","collagen type XXI alpha 1 chain","81578","ENSG00000124749.16"
"CDKN1A","cyclin dependent kinase inhibitor 1A","1026","ENSG00000124762.13"
"SOX4","SRY-box 4","6659","ENSG00000124766.6"
"GLO1","glyoxalase I","2739","ENSG00000124767.6"
"CPNE5","copine 5","57699","ENSG00000124772.11"
"KCNK17","potassium two pore domain channel subfamily K member 17","89822","ENSG00000124780.13"
"RREB1","ras responsive element binding protein 1","6239","ENSG00000124782.19"
"SSR1","signal sequence receptor subunit 1","6745","ENSG00000124783.12"
"RIOK1","RIO kinase 1","83732","ENSG00000124784.8"
"NRN1","neuritin 1","51299","ENSG00000124785.8"
"SLC35B3","solute carrier family 35 member B3","51000","ENSG00000124786.9"
"RPP40","ribonuclease P/MRP subunit p40","10799","ENSG00000124787.13"
"ATXN1","ataxin 1","6310","ENSG00000124788.17"
"NUP153","nucleoporin 153","9972","ENSG00000124789.11"
"DEK","DEK proto-oncogene","7913","ENSG00000124795.14"
"EEF1E1","eukaryotic translation elongation factor 1 epsilon 1","9521","ENSG00000124802.11"
"CRISP1","cysteine rich secretory protein 1","167","ENSG00000124812.14"
"RUNX2","runt related transcription factor 2","860","ENSG00000124813.20"
"OPN5","opsin 5","221391","ENSG00000124818.14"
"GCM2","glial cells missing homolog 2","9247","ENSG00000124827.6"
"LRRFIP1","LRR binding FLII interacting protein 1","9208","ENSG00000124831.18"
"","","0","ENSG00000124835.2"
"RAB17","RAB17, member RAS oncogene family","64284","ENSG00000124839.12"
"CXCL6","C-X-C motif chemokine ligand 6","6372","ENSG00000124875.9"
"EREG","epiregulin","2069","ENSG00000124882.3"
"TRIM51","tripartite motif-containing 51","84767","ENSG00000124900.12"
"","","0","ENSG00000124915.10"
"MYRF","myelin regulatory factor","745","ENSG00000124920.13"
"SCGB1D2","secretoglobin family 1D member 2","10647","ENSG00000124935.3"
"SCGB2A1","secretoglobin family 2A member 1","4246","ENSG00000124939.5"
"AHNAK","AHNAK nucleoprotein","79026","ENSG00000124942.13"
"EMC3","ER membrane protein complex subunit 3","55831","ENSG00000125037.12"
"SSUH2","ssu-2 homolog (C. elegans)","51066","ENSG00000125046.14"
"WNT1","Wnt family member 1","7471","ENSG00000125084.11"
"SH3TC1","SH3 domain and tetratricopeptide repeats 1","54436","ENSG00000125089.16"
"CNOT1","CCR4-NOT transcription complex subunit 1","23019","ENSG00000125107.17"
"LRRC29","leucine rich repeat containing 29","26231","ENSG00000125122.15"
"BBS2","Bardet-Biedl syndrome 2","583","ENSG00000125124.11"
"MT1G","metallothionein 1G","4495","ENSG00000125144.13"
"MT2A","metallothionein 2A","4502","ENSG00000125148.6"
"C16orf70","chromosome 16 open reading frame 70","80262","ENSG00000125149.11"
"GOT2","glutamic-oxaloacetic transaminase 2","2806","ENSG00000125166.12"
"DOK4","docking protein 4","55715","ENSG00000125170.10"
"PIWIL1","piwi like RNA-mediated gene silencing 1","9271","ENSG00000125207.7"
"GPR18","G protein-coupled receptor 18","2841","ENSG00000125245.12"
"CLYBL","citrate lyase beta like","171425","ENSG00000125246.15"
"TMTC4","transmembrane and tetratricopeptide repeat containing 4","84899","ENSG00000125247.15"
"RAP2A","RAP2A, member of RAS oncogene family","5911","ENSG00000125249.6"
"SLC10A2","solute carrier family 10 member 2","6555","ENSG00000125255.6"
"ABCC4","ATP binding cassette subfamily C member 4","10257","ENSG00000125257.13"
"EFNB2","ephrin B2","1948","ENSG00000125266.6"
"SOX21","SRY-box 21","11166","ENSG00000125285.5"
"TM9SF2","transmembrane 9 superfamily member 2","9375","ENSG00000125304.8"
"C17orf53","chromosome 17 open reading frame 53","78995","ENSG00000125319.14"
"KIF25","kinesin family member 25",NA,"ENSG00000125337.16"
"IRF1","interferon regulatory factor 1","3659","ENSG00000125347.13"
"UPF3B","UPF3B, regulator of nonsense mediated mRNA decay","65109","ENSG00000125351.11"
"RNF113A","ring finger protein 113A","7737","ENSG00000125352.5"
"SEPT6","septin 6","23157","ENSG00000125354.22"
"TMEM255A","transmembrane protein 255A","55026","ENSG00000125355.15"
"NDUFA1","NADH:ubiquinone oxidoreductase subunit A1","4694","ENSG00000125356.6"
"AMELX","amelogenin X-linked","265","ENSG00000125363.14"
"DMAC2L","distal membrane arm assembly complex 2 like","27109","ENSG00000125375.14"
"BMP4","bone morphogenetic protein 4","652","ENSG00000125378.15"
"PTGER2","prostaglandin E receptor 2","5732","ENSG00000125384.6"
"","","0","ENSG00000125385.9"
"FAM193A","family with sequence similarity 193 member A","8603","ENSG00000125386.15"
"GRK4","G protein-coupled receptor kinase 4","2868","ENSG00000125388.19"
"SOX9","SRY-box 9","6662","ENSG00000125398.5"
"TEKT3","tektin 3","64518","ENSG00000125409.12"
"MYH2","myosin heavy chain 2","4620","ENSG00000125414.18"
"HS3ST3B1","heparan sulfate-glucosamine 3-sulfotransferase 3B1","9953","ENSG00000125430.8"
"SLC25A35","solute carrier family 25 member 35","399512","ENSG00000125434.10"
"","","0","ENSG00000125445.10"
"GGA3","golgi associated, gamma adaptin ear containing, ARF binding protein 3","23163","ENSG00000125447.16"
"ARMC7","armadillo repeat containing 7","79637","ENSG00000125449.6"
"","","0","ENSG00000125450.10"
"SLC25A19","solute carrier family 25 member 19","60386","ENSG00000125454.11"
"","","0","ENSG00000125457.13"
"NT5C","5', 3'-nucleotidase, cytosolic","30833","ENSG00000125458.6"
"MSTO1","misato 1, mitochondrial distribution and morphology regulator","55154","ENSG00000125459.14"
"C1orf61","chromosome 1 open reading frame 61","10485","ENSG00000125462.16"
"TTF1","transcription termination factor 1","7270","ENSG00000125482.12"
"GTF3C4","general transcription factor IIIC subunit 4","9329","ENSG00000125484.11"
"DDX31","DEAD-box helicase 31","64794","ENSG00000125485.17"
"BARHL1","BarH like homeobox 1","56751","ENSG00000125492.9"
"KIR2DL1","killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1","3802","ENSG00000125498.19"
"PPP1R12C","protein phosphatase 1 regulatory subunit 12C","54776","ENSG00000125503.12"
"MBOAT7","membrane bound O-acyltransferase domain containing 7","79143","ENSG00000125505.16"
"SRMS","src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites","6725","ENSG00000125508.3"
"OPRL1","opioid related nociceptin receptor 1","4987","ENSG00000125510.15"
"LINC00029","long intergenic non-protein coding RNA 29","100144596","ENSG00000125514.9"
"SLC2A4RG","SLC2A4 regulator","56731","ENSG00000125520.13"
"NPBWR2","neuropeptides B and W receptor 2","2832","ENSG00000125522.3"
"FNDC11","fibronectin type III domain containing 11","79025","ENSG00000125531.6"
"BHLHE23","basic helix-loop-helix family member e23","128408","ENSG00000125533.5"
"PPDPF","pancreatic progenitor cell differentiation and proliferation factor","79144","ENSG00000125534.9"
